sentiment	productId	userId	summary	text	helpfulY	helpfulN
-1	B000LLS410	A1PHFW8IB5MRMG	Taste is horrid	"I've tried several brands of almond milk and coconut milk (granted, I don't usually pay attention to if it's organic or not, this may one of the few organic options). I picked this up at the store as they were out of the coconut milk I usually get. This stuff tastes so bad, especially the smell. It has a faint smell of almonds, but a bitter soapy smell and tastes like soapy water. Maybe it's an acquired taste, but it was bad enough I wish I'd read a review first, and therefore thought I'd better leave one!<br /><br />Also, this is the same stuff I tried, but they may have reformulated it (my package didn't look quite the same, and it said ""now with 25% less sugar"")."	0	2
1	B001VNGMW0	A1UAZ6MNSZKB7G	Great flavor and organic too	These dried onion flakes have a flavor and aroma that's a combination of fresh and slightly toasted, with just a hint of sweetness. In short, they're great.<br /><br />And 16 ounces of dried onion is quite a lot of onion. Keep it in airtight containers to keep the flavor fresh for a long time.	2	0
1	B001G0NZRI	A2WQJKIEJJODV4	LOBSTER BISQUE	This lobster bisque is delicious.  I added some chives and a little cayenne pepper. I haven't had soup and a sandwich for years; I intend to have it more often with this lobster bisque.	1	0
-1	B000G1ILU4	A166D14XP2KBY0	low carb pan cake mix	would not buy again.  The product did not cook all the way.  I tred it cookig with a high heat and a low heat.  The only way I was able to have it done in the center was to make crepes.	0	2
1	B007WFQ4EM	A3O5XQ57JTUQP3	Not what I expected	My wife and I ordered 12 cans of the sugar free Koma Unwind.  I must admit I was skeptical, but I thought I would give it a try.  Boy, was I amazed by the refreshing flavor, but more importantly how I felt about 20 minutes or so after drinking a can of Koma Unwind.  I slept like a baby.  I just placed another order today for more.  I plan to give some to my friends who have trouble sleeping.  What a great concept by Koma. I will be a customer for life.	2	0
1	B00008DFNJ	AQV279AOZON1R	Health Food for Dogs	I have an 8 yr old yorkshire terrier that has had problems digesting other foods.  Most of the store bought foods made him ill and he could not even tolerate Science Diet.  The vet recommended Canidae, telling me that it was the only food he feds his dogs.  Fortunately, there was a pet store in my neighborhood that carried the product.<br /><br />My dog started on Canidae when he was less than 1 yr old and the digestion problems disappeared. (I'm attributing that to the lack of corn and soy fillers, along with the addition of digestive enzymes in the food).  Recently, I moved to the east coast and Canidae is not available in local pet stores.  I put my pet on Iams and the digestive problems have resurfaced.  Blood tests now show that he has abnormal liver levels (but not cancer).  I am now giving him an antioxidant and vitamin e daily, as prescribed by his new vet.  I spoke to her about Canidae, which also has vitamin E in the formula.<br /><br />I truly believe that the nutrients in Canidae helped keep my dog healthy and I am switching him back.  Canidae is a wonderful product and my dog loves the taste.	4	0
1	B004IJMVQK	A3KSUVJ3SAOJJR	Yummy!	Just got these oatmeal animal cookies and we love them!  These are not like a typical animal cracker - they are more like tiny crunchy granola bars!  They remind me of the oats and honey crunchy granola bars from Nature Valley.  Also love the price - the only place I can buy these is Whole Foods and they are .99/package there.  Subscribe and save is definitely a winner on this one!	1	0
1	B001E5E10A	A3QE09EY3B6GCH	sportea is great	I first discovered sport tea at while working at skywalker ranch. they had delicious food in the cafeteria's, but for me, the real standout, which has now been part of my life for more than 10 years, is sportea. it tastes delicious without adding anything. the cold brew quart sized bags make it easy. and all the health benefits listed on the box might be true or not, but i personally feel better when i am drinking sportea because it adds a few minutes of enjoyment to my data.	2	0
1	B000KOUYGQ	A9SOX4TQGYIIW	best gum	Trident peppermint gum is my favorite gum,  helps whiten teeth and taste lasts a long time without the gum getting hard to chew.	0	0
-1	B003DA54LY	A3NKOVFNC1G1UO	DON'T DO IT!  MY DOG THREW UP A POOL OF BLOOD!	"Gave my Dachshund this Hartz ""Premium"" bone for ""aggressive chewers"" on Sunday afternoon.  By dinner Monday she was not eating or drinking.  By Tuesday morning (this day) she was throwing up bright red pools of blood!  I had her to the Vet within an hour and $354.32 later learned that this Hartz ""Premium"" bone for ""aggressive chewers"" tore up her intestines.  She is now on 3 medications and a special diet for the next week.  The vet advised me to contact Hartz to let them know what happened.  I plan on doing that AND sending a copy of the bill.  I don't expect them to pay it (they'll likely file it in the circular file) but they need see it and hear about it. I purchased these Hartz ""Premium"" bones for ""aggressive chewers"" from Walmart so did not have the advantage of the WARNING reviews on Amazon. You do.  Don't do this to your dog."	1	1
1	B001GQ3E2I	A1JNT82TK8N1N9	Great peanut butter	I mean, there are probably other better peanut butters out there with a better price tag, but I wasn't too concerned I was just looking for a natural peanut butter and this was good. I loved how many peanuts there were and crunchy is my favorite. I use it a lot in my spinach shakes and just for PB sandwiches.	0	0
-1	B001EO5TRK	A2M8TD0YE53VU8	One of the Worst Oatmeal Ever!!	Very mushy, not nutty at all! Terrible oats!! Try the McCain 5 minute Steel cut oats!!	2	7
-1	B000E1ZUQO	AX4441VABNESF	An acquired taste	This snack is an acquired taste and I just couldnt get my taste buds to enjoy them.  I will not purchase them again.	0	0
1	B002N2NSFM	A1KU4WYGZBAX0G	A nice option to have	These were an appropriate addition to a baby shower theme.  If you live somewhere where these are not sold, this product is nice to have for your event.  Be advised that weather and shipping conditions might alter some of the M&M's.  It was so with me because I pulled some chipped and broken pieces.  The colder weather they shipped in probably added to the hardness of candy.  All in all, I'm glad there is a customizable option for M&M's.	0	0
1	B0006NEHLY	A2HPF56C5C13I1	Good Ingredients & The Dogs Love Them	"I have respect for the Wellness brand and have previously bought my dogs other Wellness treats.  These WellBars are marketed as ""bite size.""  My corgis love them!  And, they can certainly eat them in one bite.  But, for a medium dog, I consider these larger than bite size.  Luckily, the bars are easily broken in two to provide a smaller snack.  (Weight maintenance is a high priority with my chow hounds.)<br /><br />Each bar has 24 calories.  The first few ingredients are:  ground barley, cane molasses, ground brown rice, whitefish, and sweet potatoes.  There's no wheat, corn, soy, artificial preservatives/color/flavor.<br /><br />This is a big box of treats.  I do wish that the bag was resealable, but that's a quibble."	2	0
1	B004ALGNQ0	A1VFAEUVVQZS8I	fantastic	wonderfully cinnamon-y! i will definitely be ordering it again! and heated up with a tiny bit of butter on it put it over the top in taste.	3	1
-1	B002P6FSVS	AJLOVLRDZ6QZZ	Only buy if you REALLY WANT IT!	The soda is very refreshing(I got the strawberry) and the bottle is very fun to open(but i can see being a hassle with future openings), but the price is way too much for some foreign soda. So if I were you, I would try to find a local asian market(found out a little late that there is one near me and I never noticed it, Stupid me) and see if they have it or any store that sells foreign stuff.	1	0
-1	B0037QGKSK	A3G7BEJJCPD6DS	Good Taste, Just OK Nutrition	I received the ProBar Fruition Bar in Strawberry flavor; the label said it's made with organic dates and oats. Each bar has 160 calories, 2 grams of fat, 4 grams of fiber, 22 grams of sugar and 3 grams of protein.<br /><br />The bar is 1.7oz, so pretty small, but I found that eating just one was satisfying enough. (I loved the wrapper - it just looked very fresh - but that's irrelevant) The ingredients were pretty straight forward with no confusing chemicals. Even though the bar was supposed to have a strawberry flavor, I could taste more of the dates and any strawberry flavor seemed artificial despite the fresh strawberry puree ingredient.<br /><br />The bar does not look very appetizing, but the taste is OK. Compared to many other nutrition bars out there, it wasn't overly chewy and did not leave a cardboard taste in my mouth. However, I think that 160 calories and ESPECIALLY the 22 grams of sugar is a little much for a tiny bar. If those 2 factors were balanced by more fiber and protein, I'd feel better about eating it. If you follow Weight Watchers, each bar is 3 points.	1	0
1	B0026RQTGE	A1I8XG2S5SGHPS	My dogs love them and have clean breathe	No complaints. My dogs both enjoy them and they have nice breathe afterwards. My dogs are 10 pounds each and I got the Teenies. They are very chewy so it takes a bit for my dogs to eat them, but I think that is part of the fun for them. Highly recommend!	0	0
-1	B002CZJY26	A167031DP9QNKN	My dog spat it out	This is the first and only treat my dog has ever spat out. He likes the Halo dog food but not these!	0	0
-1	B002C52WIO	AVC789PXME9TG	According to the Manufacturer's own website these have no Olive Oil!!!!	"Ingredients on Deep River Snacks's website are: Potatoes, sunflower oil and/or corn oil, whey, sea salt, onion powder, sugar, garlic powder, torula yeast, dried parsley, maltodextrix, canola oil, soybean oil, rosemary extract and ""natural flavors"".<br /><br />False adversing much?"	5	3
-1	B001LFW8F8	AZAV8CL5GVZ9M	Great Gift	This was a great gift for my son & his wife - they have had many sleepless nights with a new baby. After New Years Day dinner we brewed one of the blends and had it with pie. The aroma and taste was excellent!	0	8
-1	B001ELLCOM	AJYW8VA92TLGX	Not that sweet	"I don't recommend this product. They advertise ""Extract"" but it isn't. No where on the product does it say ""Extract""<br />In an eight drop serving it has 15mg of Stevia<br />In a five drop serving of Extract there is 200mg<br />There also is some grapefruit seed extract in the product that can add to the after taste as well as the bitterness if you use too much.<br />I get 236 servings out of a 2oz bottle of another product and there is 250 servings from a 3.3oz bottle. Where is the saving. It's just not worth it. OH, BTW, this swill cannot be returned even if it was not opened.<br /><br />GK"	0	0
-1	B0041L3MAE	A36EANE2RDJQ8K	Another product made in China	Chinese made products are beyond questionable when it comes to dog edibles. I was disappointed to read these too are China made. My dog's health and life is worth a more. I will stick to non toxic and good quality controlled foods for my dogs.	7	2
-1	B001D0DMMY	A1648PNP0S8G07	Too Sweet	I've had other Kind bars and this one is okay (I don't particularly care for the taste). In my opinion, it's too sweet (while I occasionally indulge in sweet things, this isn't what I had expected with this product). Every bar is 40g and there are 13g of sugar. Yikes. I wish I had looked this up before I purchased this because I have nine more bars. What's worse, instead of getting twelve bars, my box only came with ten. I will not be ordering this or any other Kind bars.	3	1
1	B006H34CUS	APZ4PZH039IVH	Pretty Good	In general, I liked these bars. I think it would have been better if I had heated it up in the microwave because it had a crunch and chew to it that I don't think would have been there had I microwaved it. I'm not sure if the nuts caused the crunch but I can't explain the chew it has. I guess I expected a softer bar, but it was still good. The flavor reminded me of the homemade bread I used to make which was nice.	0	0
1	B000FF77YM	A2R6JP82EHNZEL	Great Gum	I like to chew gum and I also like my teeth.  I am also allergic to most artifical sweetners and it is getting more and more difficult to find sugar free gums that do not contain aspartame.  This is why I purchased this product in the first place.  I like the flavor and it lasts quite a long time.  The packets are the perfect size to fit in your pocket or purse.  I always have some on hand at work, especially for after lunch.  I will certainly be buying more.	3	1
-1	B006WYSFZK	A3P8OWYR65G9UF	Kettle Chips	Got these Kettle Chips Sea Salt & Vinegar (15 5oz bags) and was not impressed. Tasted kind of flat. I was eating some out of the bag, when I looked down into the bag and noticed a hole in the bag about the size of a sesame seed. Then I started looking at all the unopened bags and MANY of them had this type same hole. Some bags had multiple holes. One bag had a hole the size of a dime at the bottom of the bag like a rodent had got to it. The box they shipped in had NO holes so they we're packed this way. So much for quality control and who ever let these ship should be fired. Needless to say I'll never be eating anymore Kettle products and expect a full refund from Kettle or Amazon.<br />M. Martin	3	3
-1	B00474OR8G	A1EL9U1B1PJYF5	Caribou Pulls a Fast One on Loyal Customers	"I've been drinking Caribou Blend for years and it is just right for my taste... or at least it was. Got a new shipment in and I noticed a color change on the K-cup, orange to light green. Uh-oh, wrong product? I compared the box to my old one and found the same SKU number but the roast level has been dropped from medium to very light along with the color change. My taste test revealed exactly that... a mild, relatively tasteless coffee more like their dishwater Daybreak than the old Caribou blend. Caribou (I got this second hand) claims that their flagship blend is more of a light roast than a medium roast and they made the change accordingly. Yeah, sure. Nice try but we all know that the wholesale price of coffee has skyrocketed. Sounds to me, the skeptic, that perhaps they have been forced to switch to a cheaper coffee with less gusto and more bitterness to maintain their competitive price points. How sad. I would have gladly paid more for my favorite. The new blend is far inferior. If you're a regular, have someone brew both and I bet you'll have no problem distinguishing the difference. Time for a new favorite with a company that doesn't play sleazy tricks on its loyal customers. If and when prices return to normal, watch the return to the old orange based on ""we listen to our customers"" and more corporate-speak BS."	21	3
1	B002QTWUEC	AR89S0ILAEIED	easy portion control and great taste	both my son and daughter love Annie's Bunny Grahams Honey flavor cookies.  it tastes great not like other organic foods.  this pack had it in small separate packs that makes it easy for packing for snacks at school or to the park.  honey flavor is one of my kids' favorite flavors.	0	0
1	B001P737PC	A3A90CELVLOUP6	Amazon, don't stop selling this!	I love this popcorn! I like popcorn very much, but I usually eat too much of it. I keep these bags at work for when I want a snack. If I had the big bags, I would eat the whole thing. These are perfect...it seems like you get a big pile of popcorn, but know you still are okay with calories compared to a candy bar (or even 4-5 hershey kisses!) I have tried other 100-calorie things and it is like you get some pitiful amount, but the popcorn seems like a real treat!<br /><br />I see it is currently out of stock and not available for subscribe and save :(  I hope they get more because it is really the most tasty/buttery flavored of the brands I have tried.	3	0
-1	B007DKLAIQ	A1W0Q1WAIQQIIJ	Ughhh...BBQ flavor is NOT my favorite!	I'm not Muslim, but was interested in this jerky due to its low carb content compared to some other brands of sweet/BBQ jerky.  I tried the the BBQ flavor and the Sweet & Spicy flavor.  I love the Sweet & Spicy flavor, but the BBQ flavor did nothing for me.  I found it too sweet and very sticky (wash your hands sticky).  In my opinion the BBQ flavor is pretty bland...very few spices compared to other BBQ flavor brands on the market.  Although this was an easily chewable jerky (a plus in my book), the flavor and stickiness made this a one-time order for me.	0	0
-1	B008JKTTUA	AJQCJGGFSHZN7	Yuck.	I was looking for a really good, healthy bar so I thought I'd try these even though they're pricey. Big mistake. I think they are tasteless and I will go back to my grocery store brand.	2	2
1	B0074K0ZA4	A3DHLC2HJOCT4U	I love This Cat Food!	I was so happy to find this food on Amazon.com. I love this food for my cat. It keeps his teeth fresh and makes his breath smell better. It's a little pricey but well worth the price because I find that it's healthy for my cat, meaning he likes it and I don't have to get scratched up trying to brush his teeth, OUCH!	0	0
1	B000WFKWDI	A3TPLK0JV6NKK6	Wellness is a great grain-free option	"I agree with Lizzie.  :)<br /><br />I purchase cases of the 12.5 ounce cans for my cats at the local mom and pop pet supply store.  It is the only brand that they consistently will eat that is grain free.  I have two cats that only eat wet food and use one 12.5 ounce can per day.  It's a great bargain compared to the smaller cans.  I would purchase it online if the cost with shipping was closer to what I pay at the local store.<br /><br />If you're trying to go GRAIN FREE or at least ALL WET FOOD for your kitties, do try Wellness.  I have tried nearly every type of grain free or lower grain or organic/natural canned cat food there is available; while my cats will eat some of the other stuff sometimes, they like Wellness the best.  I only feed them the plain Turkey and Chicken flavors, since they usually don't do too well with beef or seafood.<br /><br />(Note:  by grain free I mean no corn, wheat, or soy.  If you look at the ingredient list, there are sweet potatoes and other vegetables/fruits, so it is not just protein.)<br /><br />GO GRAIN FREE!  It's better for the kitties.<br />My 12 and 13 year old cats are shinier, healthier, and more active now that they've changed to this diet over the last year.  My fat cat lost weight and no longer has flaky skin.  They only throw up hairballs now instead of the frequent ""other"" vomits before.  And the diarrhea that was plaguing one cat for the previous two years has completely ended.  Solid, regular poops - believe me, it's a relief (yes, I know it's gross to talk about, but it's true!).<br /><br />I may take the final step to RAW DIET for them... haven't decided yet.  But at least I know on this food they are thriving."	6	0
-1	B004QT8HHO	A1SN64QR5OUGTY	Should have saved my money...	I should have saved my money, but curiosity got the best of me. I did not have great expectations for this product, but when it arrived, I was surprised to see how small the gumballs were,that when chewed became pretty small in the mouth. The flavor left something to be desired, as it had a smokey chemical taste to them which to me was not enjoyable. Perhaps it would be enjoyed by someone else. By the way I love bacon, but this was not bacon.	11	0
-1	B000GB0TMW	A1XF26S1BECDGB	Ok Matcha for the price	Tried matcha green tea powder for the first time and this one is actually not too bad.  It doesn't taste muddy and I taste the matcha green tea flavor.  So far, I've only tried this with hot water and as an ice tea. I will try it in smoothies next week.  Satisfied with the product and price but the only drawback is the packaging.  I cut a slit on the side and fold it after using, but a lot of the powder came out! So I had to pour it all in a tuber ware. You gotta change the packaging to a zip lock bag or something.  I wanted to order more but in the 16 oz, but the only thing stopping me is that there is a shipping fee AND it's sold by another company, why is that??	0	0
1	B001D0IZBM	A3KKM0T1KY42HA	How Could You Be So Bold!	"After FINALLY purchasing <a href=""http://www.amazon.com/gp/product/B000AQPMHA"">the best coffee maker</a> I've ever had in 40 years of drinking coffee, the hunt was on to find the best tasting coffee to go with it. When it comes to coffee, I suppose that it's really a ""to each his or her own"" thing. But I've tried 'em all, and out of all the various varieties that are offered here at Amazon, the K-cup that provides the most pleasurable mix of everything that I was looking for in a cup of coffee is undisputedly Emeril's Big Easy Bold.<br /><br />Nothing beats Emeril's Big Easy Bold. There are plenty of other brands trying to suggest that they're bold. I've tried the ""Midnight Magic"" brand; I've tried the ""Jet Fuel"" brand; I've tried the ""Donut Shop"" brand; I've tried all of the ""Extra Bolds""; but the K-cup that really tastes like the jet fuel packed cup of coffee that you get in the best donut shop is Emeril's Big Easy Bold.<br /><br />What's really cool is that whether you make a small cup or large cup of Emeril's Big Easy Bold, you won't lose the rich flavor. Most Keurig Coffee Maker have at least two buttons that let you choose to make a large or small cup. Some even have three buttons for a large, medium or small. I like a large cup. Some of the other brands noticeably lost some of their flavor as I went from a mediunm cup to a large...but not the Emeril's.<br /><br />There is no question here. If you like a darker roast that's full of flavor and packs a punch, you've found the right page here at Amazon. Wake up people, and add this to your cart. Bam!"	5	0
1	B001ELL86Y	A2OOQG6ZKW7Z6Q	Tully's Coffee House Blend Decaf-Awesome!	Tully's Coffee House Blend Decaffeinated is incredible.  It's a medium bold flavor, great for that first cup in the morning to get you going.  I'm drinking it now--no bitterness, just smooth on the back of the tongue, mmmmm!!  No one even realizes it's decaf either.	0	0
-1	B001EQ4K4G	A2RELJCEALFMV8	Poor packaging choice for jasmine pearls	The packaging of this product makes me sad. If you are going to buy jasmine pearls, buy them loose. Part of the fun of the jasmine pearls is the touch of pearls themselves, and watching them unravel in the tea cup or pot. You also want to give the tea lots of space to unravel. Teabags are for small loose leaf and spice fragments. These are beautiful hand-rolled tea leaves that shouldn't be trapped in a bag, even a trendy pyramid bag.	0	0
1	B002HQLY7S	AMQ3RAQ8K3GL1	Great Taste!	The taste of Gloria Jean's Butter Toffee is so wonderful.  As soon as it begins to brew, you can smell it throughout the kitchen.  The taste is deep, rich, and sweet!	0	0
-1	B0077972XU	A2XSP33CZHQM1J	Very chewy	This nori was very chewey and very low in flavour. Will never buy this product again. Good Sushi sold at restaurants do NOT use this product. The Nori makes or breaks the sushi and this destroyed it.	0	2
1	B000AY9U20	A3GPL5JEP3G1VS	Just as delicious, but not as costly, as Chips Ahoy Chewy cookies	"The ""Soft 'n Chewy"" Chips Deluxe cookies are highly underrated. Often overshadowed by Chips Ahoy's Chewy Cookies in marketing and sales, ""Soft 'n Chewy"" cookies from Chips Deluxe are worth trying if you enjoy cookies that are, well, soft and chewy. I would say these are just as delicious as Chewy Chips Ahoy cookies, but they are also thicker and usually cheaper. Pick one up today and the people in the house with sweet tooths will gobble them up quickly."	0	0
-1	B002TMV3GC	AME4XNLE0U5SP	Flavor is too overpoweringly artificial for me	"The package says ""natural and artificial flavors,"" but to me there is an artificial taste that is overpowering. The problem isn't that I don't like hazelnut-flavored coffee. I've had coffee with the hazelnut flavored creamer (which is probably also artificially flavored) and loved it.<br /><br />I really felt cheated that I disliked this coffee too much to even finish the bag because getting into the bag was a real battle. It made me wish for ""frustration-free"" packaging, or at least a pair of gloves to protect my hands from the very sharp foil edges left when I finally had to resort to scissors. I won't be ordering more of this variety. I also tried Melitta's Supreme ground coffee and liked it very much, but I won't order it again either because of the packaging."	0	0
-1	B000EQX6HO	A2EJBZZF888GDJ	Too Crunchy	These tasted nice, but I think they are too thick and ridiculously crunchy. We purchased these to snack on at work, but they made too much noise to eat politely in a cubicle. Also, I have TMJ, and I sometimes found them difficult to eat. But if that's not a problem for you, they are a tasty, healthier alternative to potato chips.	3	3
-1	B004ZIER34	A2IT7S59GSASN7	Low Acid True, but the format is for restaurants not homes	"The coffee is rich dark and beautifully low acid, meaning not stomach ache.<br /><br />However, that format of 3 once bags that are not resealable can be a challenge to deal with.<br /><br />They remind of the bags I used at restaurants to make coffee for the diners. 3 oz is enough to make one 12 cup pot of week coffee or 8 cups of tasty brew.<br /><br />But I am just one guy and 8 cups a day is a bit much for me.<br /><br />So, I decided to use a french press and that was a mistake, the grind is too fine, and I got some sludge at the bottom of my cup.<br /><br />Then the following day, I made a small pot, but since the pack was not resealable, I thought it had lost some of the aroma.<br /><br />This could be solved with a ziploc baggie I guess.<br /><br />Regardless of the wonky format, the coffee is good and it is low acid.  But then so is coffee made with a cold toddy tool like: <a href=""http://www.amazon.com/gp/product/B0006H0JVW"">Toddy T2N Cold Brew System</a>. The only draw back of the Toddy, is that coffee tastes like a different animal, but it is tasty, and low acid too (due to the cold brew process).  The Puroast Low Acid Coffee maintains that hot brewed coffee taste."	0	0
-1	B002IEZJMA	AC6LV5D2RKTIR	Middle of the Road	"I have to admit that I am not a big fan of coffee, but if it's the right product, I usually love it. Like others who have reviewed this product, I really like the Starbucks bottled frappacinos you can buy in stores, and I figured that I would like this product due to the similarities. This product isn't terrible, but it's not really good either. It had a strong coffee flavor, a little stronger than I like, but there was also a weird aftertaste. I'd have to describe it was sour and bitter, but it wasn't the kind of sour/bitter aftertaste you get sometimes with ""bargain"" coffee brands; it had a unique bad aftertase all its own. I did like the jolt of energy that it had, but I could get the same amount of energy from tastier drinks. It seems like a lot of people like it, so I don't want to put it down entirely, but for me personally, it wasn't something that I enjoyed."	0	0
-1	B001G8RNPU	A521VQI1AT8OK	OK for what it is...But you will need to doctor it	"KEEP YOUR RECEIPT. The product is NASTY...The product is guaranteed...but the process to get a refund is onerous (in my opinion).<br /><br />""I am sorry that you were not satisfied with our Mayo.  Please send a proof of purchase, a note with the expiration date of the product and an explanation as to why you were not satisfied to the address below and we will gladly refund your money.  Thank you and again, my apologies.<br /><br />Walden Farms<br />1209 W St Georges Ave<br />Linden, NJ 07036<br /><br />OK..this is white ""stuff""....really NOTHING like real Mayo. I had a hamburger...took a taste of this plastic garbage and said I'll pass. If you need a cream base for tarter sauce...go for it. Use sparingly this stuff is WEIRD.<br /><br />I used it like ""sour cream"" mixing in with STIFF beaten egg whites and stevia for a nice dip for strawberries on the HCG diet.  (I used Powdered egg whites.....and you could use a little juice for the warm water).<br /><br />I mixed a little with Picante sauce to make a nice Russian type salad dressing.<br /><br />I tried with a little lemon grass..to do an asparagus dip....but balsamic vinegar worked better.<br /><br />I wasn't expecting much since I read the other reviews.<br /><br />If you are not on an HCG diet (very Low Calorie Diet)..don't buy this stuff.<br /><br />If you are...and you like to experiment, go for it.<br /><br />You could probably rub it lightly on fish add some dill or whatever..and broil the fish.<br /><br />Maybe make some ""Aoli""...Garlic mayo with some fresh cloves of Garlic and lemon zest or juice.<br /><br />As in all my other Walden Farms Zero calorie Product reviews....if you are NOT on a Very Low calorie diet, like HCG, then this is not the product for you.<br /><br />I got the mayo because the store I was in. had a very limited Walden Farms selection. If I had other better choices, I probably would have skipped the mayo (based on the Amazon reviews). Thank goodness for Amazon.<br /><br />Stores have Walden farms Products  in different areas. I found some near frozen..in a dietetic section...Some in produce (the salad dressings)...and saw some of the non zero calorie in with the other salad dressings in another store.<br /><br />I wasted half of this GARBAGE trying to recreate a strawberry dip. Gave up and threw it out."	5	3
-1	B000ZSX4GE	A2HS6ND7J8IQ0L	Not the same as the canned version	"I expected that these canisters of Blue Diamond ""Roasted Almonds - Honey"" would be the same product as the little cans of Blue Diamond ""Honey Roasted Almonds"" ( <a href=""http://www.amazon.com/gp/product/B000ZSZ5PW"">Blue Diamond Almonds Honey Roast, 6-Ounce Tins (Pack of 12)</a> ) but they're surprisingly not the same, and have a very ""off"" taste.  What a disappointment!  Blue Diamond has apparently seen fit to add much more maltodextrin and ""other natural flavors"", which I suspect cause the odd taste, thus ruining a fabulous product.<br /><br />I've been having a hard time finding the small cans of Blue Diamond ""Honey Roasted Almonds"" at the supermarkets, despite all the other flavors being carried.  It's as if Blue Diamond just, for some reason, *wants* this product to fail.  First they make it hard to get the canned version, then they completely change the taste of a great product and package it in a canister, using a name that is so similar that it contains all the same words, but without a hint that it's not the same product.<br /><br />I'd contact Blue Diamond and complain, but I already know that they never respond to customers despite having a contact link on their website.  In the past, I wrote to them when they test-marketed and then removed some wonderful silvered almonds (not ""slivered"" but silvered, as in almonds with a very light sugary coating);  when I wrote to ask, instead of appreciating my interest as a customer, they simply ignored me.<br /><br />So I'm offering this review as a warning to anyone else who might make the same mistake, and think that these almonds will be like the similarly-named canned ""Honey Roasted Almonds"" from the same company.  The ones in the can are great;  these are just plain awful, and I'll be throwing out 2.9 canisters of 3 purchased."	2	1
1	B001EO7EU0	A3FEDSZ9SAJH3A	Pretty good, maybe not excellent =)	I am very hard on food though, just ask my husband! LOL I always throw some cheddar into the bowl when I serve myself- love it that way! I would throw in some ham too, but haven't had any when I have made it. I have also thrown in a can of corn, which tasted great! This winter I plan to put this in a crock pot with ham, corn, and maybe some other items and just watch the snow come down. HMMMM.	0	0
-1	B0058AMYTC	A2MUGFV2TDQ47K	An Acquired Taste	OK,I did read the reviews which ranged from splendid to awful. I took the plunge as I do like salty, and tangy flavors. No, I had never had these before I took the leap and ordered a case at a super price. They arrived quickly and in great shape with the sell by date  FEB 2011. Umm, I'm in the middle on these chips, they are OK but not something I can't live without. I love the crunch, the color, NO TRANS FAT. They are a little too vinegary for my taste, which is a lot coming from a kid that grew up eating pickled hard-boiled eggs and pickled pigs feet.<br /><br />I haven't tried them with a deli sandwich and a cold mug of beer which might improve the experience :)	0	0
-1	B0030VJ8E0	A2YJ764E9Z4ZS	really watery	My daughter seemed to really enjoy the taste, but it made a huge mess because it was so watery.  I won't buy it again.	0	0
-1	B001KUVTM2	A26ZALVN3EO03D	DO NOT BUY FROM THIS SELLER	DO NOT BUY FROM THIS SELLER (Sold by: Jana J Marcum)...I ordered 3 boxes of Truffles from 3 different sellers that came in one shipping package, the chocolate i ordered from this seller came in completely melted in one brick and the top of my box was TAPED. The other two boxes of chocolate were PERFECT. This was an anniversity gift for my parents, the good thing was i didnt just give them chocolate.The Bad part is that my parents love chocolate.	0	1
-1	B000HPBSAY	A2D2XOBXVF2V07	Is It Soup OR Is It Broth?	"I ordered this item several weeks ago.  At that time the label said ""Kreplach in Chicken Broth.""  Now the label says ""Chicken Kreplach Soup.""  Same UPC code on both.<br /><br />I always took a soup to be somewhat more robust than a broth.  I was getting ready to try the chicken/matzo balls soup when I realized what had taken place with its kreplach brethren.<br /><br />That said, it's not bad, but it's a far cry from what mama used to make.  I just wish it had more substance to it."	0	0
1	B001EO76YE	AFYOLE1G27QP6	Tasted Much Better Than I Thought It Would	I was sort of dreading eating whole wheat pasta, but this was amazing! It didn't taste too heavy and it didn't resemble anything like cardboard like I thought it would. Very good! I will be buying more of this.	1	1
-1	B005GRCWDU	A31LX0K4MEAYK7	Really, really low quality	I was misled by the high reviews of this coffe (somehow I forgot that we are in Folgers land here) so I bought a 4-pack. This coffee tastes awfully like robusta, and probably is made moustly out of robusta (interested parties can inquire about robusta vs arabica in the coffee blends, but let's just say that any decent coffee blend is made out of 100% arabica. Robusta is mixed in cheap blends because it is cheap. Tastes awful too... ). Also, the price of this coffe does not reflect the low quality - it should be way cheaper.<br />I normally buy Lavazza Oro, but somehow the quality of that coffee deteriorated in the last year or so).	8	8
-1	B00474ELW8	A2MJZ94BIZ7OJ3	This is a 10% blend! Says so on the bag but you must display and zoom to see and read. Shame on Amazon!	This is a 10% blend! Says so on the bag (gourmet blend and that is a 10% Kona bean blend)but you must display and zoom to see and read. Shame on Amazon! Just reading the Amazon page there is nothing that says blend and that is deceptive. There is a law in Hawaii against practice like this.	0	0
1	B001EO622G	A40ASDJXMMJAW	Great Chili to serve a crowd	We have been buying Ass Kickin Chili Fixins for a number of years and really like it.  We have used for gifts to friends who want our recipe.  WARNING: Use the ground habanero pepper packet sparingly.  We measured it out and only used 1/4 tsp. and our chili was plenty hot.  You can always add more but you can't take it out once you have it in the pot.  Sour Cream and cheese for toppings were perfect.	1	0
1	B002IEZJMA	A2S26YGSVXBCFL	Good taste after a few sips	At first sip I did not like the taste. It was a bit weak and I didn't think I would like it. It just wasn't the taste I expected....a little bland, almost watery. I did not get the	0	1
